order_id,order_date,customer_name,customer_segment,region,sales_rep,product_category,units,unit_price,discount_pct,order_value,payment_terms,status,delivery_days
MER-102201,2026-09-04,Customer 2903,Mid-Market,South,Sneha Kulkarni,Fasteners,25,321.42,0,8035.50,Net 30,Delivered,12
MER-101628,2026-08-29,Customer 2572,SMB,North,Rahul Nair,Lubricants,2,1671.65,0,3343.30,Net 60,delivered,18
MER-102772,2026-07-02,Customer 4652,SMB,West,Priya Menon,Electricals,5,3199.07,5,15195.58,Net 60,Delivered,19
MER-102609,2026-09-19,Customer 4516,Mid-Market,West,Arjun Desai,Fasteners,5,338.35,0,1691.75,Net 30,Delivered,20
MER-103890,2026-07-22,Customer 1129,SMB,West,Arjun Desai,Power Tools,3,6519.99,0,19559.97,Net 30,Delivered,21
MER-100894,2026-07-09,Customer 4422,Enterprise,West,Karan Bhatia,Electricals,50,3611.97,15,297768.65,Prepaid,Delivered,3
MER-102147,2026-09-19,Customer 2039,Mid-Market,West,Vikram Shah,Pneumatics,2,5350.69,0,10701.38,Net 30,Delivered,5
MER-102591,2026-08-01,Customer 4394,SMB,North,Priya Menon,Hand Tools,2,906.04,0,1812.08,Net 30,delivered,16
MER-100545,2026-09-19,Customer 1965,Mid-Market,West,Sneha Kulkarni,Pneumatics,10,5505.67,0,55056.70,Net 60,DELIVERED,3
MER-100919,2026-08-16,Customer 2397,SMB,West,Priya Menon,Hand Tools,5,1113.37,0,5566.85,Net 30,Delivered,2
MER-101451,2026-08-19,Customer 1473,Mid-Market,West,Vikram Shah,Fasteners,25,282.68,8,6501.64,Prepaid,Delivered,21
MER-100618,2026-09-22,Customer 4576,SMB,South,Meera Iyer,Fasteners,1,364.79,0,364.79,Net 60,Delivered,11
MER-101665,2026-07-07,Customer 3096,SMB,East,Meera Iyer,Safety Equipment,2,2029.85,0,4059.70,Net 30,Cancelled,
MER-103668,2026-08-01,Customer 4608,Mid-Market,West,Meera Iyer,Fasteners,5,311.97,8,1435.06,Prepaid,Delivered,20
MER-101099,2026-08-08,Customer 2053,Enterprise,South,Arjun Desai,Power Tools,25,6763.76,10,152184.60,Net 30,Delivered,16
MER-100832,2026-09-06,Customer 2678,SMB,North,Anita Rao,Bearings & Drives,1,4309.55,5,6867.12,Prepaid,Delivered,20
MER-102606,2026-08-28,Customer 4874,SMB,South,Vikram Shah,Electricals,1,2729.44,0,2729.44,Net 60,Delivered,11
MER-103533,2026-09-19,Customer 1642,SMB,West,Anita Rao,Safety Equipment,3,1747.61,5,4980.69,Prepaid,Delivered,2
MER-100806,2026-09-27,Customer 3402,SMB,East,Arjun Desai,Pneumatics,2,6012.75,0,12025.50,Prepaid,delivered,3
MER-101403,2026-08-05,Customer 3684,Mid-Market,North,Meera Iyer,Fasteners,2,329.21,5,625.50,Net 30,Delivered,10
MER-103639,2026-07-29,Customer 3114,Mid-Market,North,Priya Menon,Safety Equipment,2,1701.83,5,3233.48,Net 30,Delivered,4
MER-100921,2026-08-25,Customer 3012,SMB,North,Karan Bhatia,Electricals,5,2926.33,5,13900.07,Prepaid,Delivered,9
MER-100360,2026-08-02,Customer 1153,Enterprise,West,Meera Iyer,Power Tools,5,8847.13,15,37600.30,Net 30,DELIVERED,10
MER-103921,2026-08-05,Customer 3279,Enterprise,West,Meera Iyer,Bearings & Drives,5,3831.76,15,16284.98,Net 30,Pending,
MER-102171,2026-09-14,Customer 2217,Enterprise,West,Vikram Shah,Electricals,25,3633.59,0,211976.17,Prepaid,Pending,
MER-101801,2026-09-26,Customer 2119,Mid-Market,North,Arjun Desai,Pneumatics,5,5993.53,0,29967.65,Net 30,Delivered,12
MER-101732,2026-07-21,Customer 1032,SMB,North,Anita Rao,Hand Tools,2,1113.86,0,2227.72,Net 60,DELIVERED,7
MER-100225,2026-08-24,Customer 3623,Mid-Market,West ,Sneha Kulkarni,Power Tools,5,8405.79,10,37826.06,Prepaid,delivered,16
MER-101012,2026-08-22,Customer 3191,Mid-Market,North,Arjun Desai,Hand Tools,5,904.07,0,4520.35,Net 30,Delivered,13
MER-100747,2026-09-22,Customer 3266,Mid-Market,West,Vikram Shah,Bearings & Drives,2,4252.60,5,8079.94,Net 30,Delivered,20
MER-100206,2026-09-28,Customer 3373,SMB,North,Arjun Desai,Power Tools,0,7593.90,0,0.00,Prepaid,Delivered,16
MER-100388,2026-08-17,Customer 3825,Enterprise,West,Karan Bhatia,Lubricants,5,1315.72,0,12475.15,Net 30,Delivered,3
MER-103729,2026-07-07,Customer 4660,Mid-Market, West,Rahul Nair,Hand Tools,5,929.05,8,4273.63,Net 30,Cancelled,
MER-101038,2026-07-16,Customer 4592,SMB,North,Rahul Nair,Bearings & Drives,1,4553.21,0,4553.21,Net 30,Delivered,5
MER-101028,2026-08-19,Customer 2637,SMB,East,Anita Rao,Pneumatics,3,6339.82,0,19019.46,Net 60,Delivered,9
MER-103222,2026-07-28,Customer 4956,Mid-Market,South,Karan Bhatia,Pneumatics,2,4658.72,5,8851.57,Net 30,Returned,20
MER-100882,2026-09-13,Customer 3993,Enterprise,North,Anita Rao,Safety Equipment,50,1594.72,15,67775.60,Net 30,Returned,9
MER-102521,2026-07-29,Customer 3038,Mid-Market,West,Meera Iyer,Pneumatics,5,5573.78,10,25082.01,Net 60,delivered,11
MER-102767,2026-08-21,Customer 2968,Mid-Market,South,Karan Bhatia,Hand Tools,10,814.18,0,8141.80,Net 60,Delivered,11
MER-102727,2026-07-26,Customer 2357,SMB,North,Anita Rao,Lubricants,1,1645.27,5,1563.01,Net 60,DELIVERED,5
MER-102380,2026-07-08,Customer 2763,Mid-Market,North,Priya Menon,Lubricants,5,1679.55,10,7557.98,Net 30,Pending,
MER-102753,2026-07-25,Customer 3573,Mid-Market,East,Vikram Shah,Pneumatics,10,5934.12,0,59341.20,Net 30,Delivered,2
MER-100950,2026-09-22,Customer 4382,Enterprise,North,Vikram Shah,Electricals,10,3156.96,15,26834.16,Net 60,DELIVERED,13
MER-102884,2026-09-08,Customer 2612,SMB,South,Karan Bhatia,Electricals,2,2974.64,5,,Net 30,Delivered,4
MER-101790,2026-09-02,Customer 2695,Small Business,North,Sneha Kulkarni,Fasteners,5,320.23,0,1601.15,Net 60,Delivered,3
MER-101052,2026-07-17,Customer 3904,Mid-Market,South,Arjun Desai,Pneumatics,10,5540.71,10,49866.39,Prepaid,Delivered,5
MER-100446,2026-08-26,Customer 2904,Mid-Market,North,Arjun Desai,Power Tools,10,8041.09,5,76390.35,Net 30,Delivered,13
MER-101647,2026-09-18,Customer 3052,Mid-Market,North,Karan Bhatia,Power Tools,5,7014.35,5,33318.16,Prepaid,delivered,4
MER-101580,2026-09-23,Customer 4750,Enterprise,North,Meera Iyer,Pneumatics,10,4717.82,5,44819.29,Prepaid,DELIVERED,13
MER-103601,2026-08-06,Customer 1699,Enterprise,West,Sneha Kulkarni,Bearings & Drives,25,4218.21,12,196788.85,Net 30,Delivered,21
MER-101850,2026-09-29,Customer 1627,Mid-Market,South,Rahul Nair,Safety Equipment,2,1572.85,8,2894.04,Prepaid,Delivered,6
MER-102391,2026-08-17,Customer 3496,SMB,West,Anita Rao,Safety Equipment,2,1558.78,0,3117.56,Net 30,Delivered,3
MER-102283,2026-08-25,Customer 3314,Mid-Market,West,Karan Bhatia,Lubricants,2,1639.86,0,3279.72,Net 60,Delivered,20
MER-102756,2026-08-29,Customer 4525,Mid-Market,South,Sneha Kulkarni,Safety Equipment,5,1853.54,5,8804.32,Prepaid,DELIVERED,10
MER-102955,2026-08-24,Customer 3521,SMB,South,Arjun Desai,Power Tools,1,8408.05,0,8408.05,Prepaid,Delivered,14
MER-100633,2026-08-05,Customer 2027,Mid-Market,North,Anita Rao,Safety Equipment,10,1999.90,0,19999.00,Net 30,DELIVERED,5
MER-101042,2026-09-01,Customer 2086,SMB,West,Vikram Shah,Pneumatics,3,4982.61,0,14947.83,Net 30,Cancelled,
MER-101650,2026-09-06,Customer 4114,SMB,North,Sneha Kulkarni,Hand Tools,2,909.56,0,1819.12,Net 30,Delivered,5
MER-102525,2026-08-13,Customer 2624,SMB,East ,Anita Rao,Fasteners,2,328.31,0,656.62,Net 30,Delivered,17
MER-101341,2026-08-20,Customer 2378,Enterprise,South,Meera Iyer,Hand Tools,50,951.47,8,43767.62,Net 30,DELIVERED,3
MER-103844,2026-07-21,Customer 4135,SMB,South,Sneha Kulkarni,Power Tools,1,7122.42,0,7122.42,Net 60,Delivered,3
MER-100891,2026-07-28,Customer 4398,Mid-Market,West,Rahul Nair,Lubricants,10,1627.74,0,16277.40,Net 30,Pending,
MER-103942,2026-07-17,Customer 2490,Small Business,South,Vikram Shah,Safety Equipment,3,2105.01,0,6315.03,Net 60,Cancelled,
MER-102679,2026-07-08,Customer 1647,Enterprise,North,Meera Iyer,Bearings & Drives,100,4510.49,0,451049.00,Net 30,Delivered,6
MER-103499,2026-09-17,Customer 3498,SMB,North ,Sneha Kulkarni,Hand Tools,1,1015.76,0,1015.76,Net 30,Delivered,14
MER-103303,2026-09-30,Customer 3137,Mid-Market,West,Priya Menon,Electricals,25,2979.59,5,70765.26,Prepaid,Delivered,14
MER-103633,2026-09-19,Customer 1907,SMB,East,Anita Rao,Lubricants,1,1627.14,0,2712.66,Net 30,Delivered,15
MER-100804,2026-09-15,Customer 1395,SMB,South,Sneha Kulkarni,Hand Tools,3,1041.14,5,2967.25,Net 60,delivered,9
MER-101877,2026-08-27,Customer 2613,Small Business,South,Vikram Shah,Bearings & Drives,1,4788.10,0,4788.10,Net 30,Delivered,18
MER-100529,2026-07-28,Customer 1557,SMB,West,Vikram Shah,Safety Equipment,1,1564.96,0,1564.96,Net 30,pending,
MER-103394,2026-08-06,Customer 2696,Mid-Market,North,Rahul Nair,Fasteners,5,275.47,10,1239.62,Prepaid,Pending,
MER-103282,2026-09-22,Customer 3834,SMB,South,Priya Menon,Safety Equipment,1,1566.38,0,1566.38,Net 30,Delivered,9
MER-101917,2026-07-07,Customer 3340,Enterprise,West ,Priya Menon,Bearings & Drives,5,4704.13,0,39958.06,Net 30,Pending,
MER-100102,2026-08-27,Customer 3119,Enterprise,West,Sneha Kulkarni,Bearings & Drives,10,4888.58,15,41552.93,Net 30,Delivered,16
MER-101409,2026-07-08,Customer 1924,SMB,East,Karan Bhatia,Lubricants,3,1672.24,0,5016.72,Net 60,Delivered,3
MER-101900,2026-07-24,Customer 2808,SMB,West,Rahul Nair,Pneumatics,2,5069.71,0,10139.42,Net 30,Delivered,8
MER-100404,2026-09-30,Customer 4119,SMB,North,Vikram Shah,Lubricants,3,1380.16,0,4140.48,Net 30,DELIVERED,14
MER-102143,2026-07-19,Customer 2988,SMB,West,Karan Bhatia,Safety Equipment,1,1692.24,0,1692.24,Net 60,Delivered,8
MER-100279,2026-09-18,Customer 1080,Mid-Market,West,Anita Rao,Electricals,10,2925.42,8,26913.86,Net 30,Delivered,2
MER-103690,2026-09-26,Customer 2642,Mid-Market,West,Meera Iyer,Lubricants,2,1349.01,0,2698.02,Net 30,Delivered,19
MER-102226,2026-07-25,Customer 2201,Mid-Market,South,Karan Bhatia,Bearings & Drives,5,4503.57,5,21391.96,Net 30,delivered,9
MER-103284,2026-09-09,Customer 4057,SMB,North,Arjun Desai,Safety Equipment,5,2094.31,0,10471.55,Net 30,Delivered,20
MER-102296,2026-09-22,Customer 2283,Mid-Market,North,Arjun Desai,Bearings & Drives,10,4550.83,0,45508.30,Net 30,Cancelled,
MER-101002,2026-09-04,Customer 4854,Mid-Market,West,Karan Bhatia,Electricals,2,3405.58,10,6130.04,Net 60,delivered,21
MER-100625,2026-08-22,Customer 3219,SMB,East,Meera Iyer,Lubricants,2,1445.81,0,,Prepaid,PENDING,
MER-101987,2026-09-16,Customer 2800,SMB,South,Karan Bhatia,Hand Tools,1,1099.35,0,1099.35,Net 30,Returned,13
MER-103815,2026-09-05,Customer 3596,SMB,West,Sneha Kulkarni,Lubricants,5,1476.00,5,7011.00,Net 30,Delivered,12
MER-100234,2026-09-19,Customer 2294,Enterprise,South,Meera Iyer,Electricals,10,2692.42,8,24770.26,Net 30,DELIVERED,9
MER-102901,2026-07-10,Customer 3674,Enterprise,North,Sneha Kulkarni,Hand Tools,100,1006.01,10,90540.90,Net 60,pending,
MER-100461,2026-07-21,Customer 3582,Mid-Market,South,Vikram Shah,Power Tools,10,7635.44,5,72536.68,Prepaid,Delivered,3
MER-103205,2026-07-29,Customer 3515,SMB, North,Anita Rao,Safety Equipment,1,1936.21,0,1936.21,Prepaid,Delivered,18
MER-101873,2026-08-03,Customer 2731,SMB,North,Meera Iyer,Safety Equipment,5,1637.94,0,8189.70,Prepaid,delivered,17
MER-102318,2026-09-29,Customer 1472,Enterprise,East,Priya Menon,Hand Tools,10,862.35,15,7329.97,Net 30,Delivered,2
MER-102067,2026-08-13,Customer 2497,Mid-Market,West,Meera Iyer,Electricals,10,2643.50,8,24320.20,Net 30,Cancelled,
MER-102225,2026-08-23,Customer 4629,Mid-Market,South,Meera Iyer,Electricals,10,3377.52,0,33775.20,Net 60,Delivered,21
MER-103262,2026-08-11,Customer 3956,SMB,South,Rahul Nair,Power Tools,0,7997.92,5,0.00,Net 30,Delivered,21
MER-103785,2026-09-06,Customer 1854,Mid-Market,East,Karan Bhatia,Hand Tools,2,990.60,5,1882.14,Net 30,Delivered,5
MER-103554,2026-07-09,Customer 1341,Mid-Market,South,Priya Menon,Lubricants,5,1414.58,10,6365.61,Net 60,Delivered,5
MER-100400,2026-09-10,Customer 4371,SMB,North,Meera Iyer,Hand Tools,1,1060.94,5,1007.89,Net 30,Delivered,9
MER-100866,2026-09-14,Customer 1484,Mid-Market,North,Anita Rao,Hand Tools,10,861.35,0,,Prepaid,Delivered,11
MER-102078,2026-09-15,Customer 2314,Mid-Market,South,Karan Bhatia,Hand Tools,25,933.93,0,23348.25,Net 30,Pending,
MER-102538,2026-08-25,Customer 3448,SMB,East,Karan Bhatia,Fasteners,1,321.16,0,321.16,Net 60,delivered,3
MER-102506,2026-09-14,Customer 1475,Enterprise,North,Karan Bhatia,Power Tools,10,8090.49,12,71196.31,Prepaid,Pending,
MER-101248,2026-08-19,Customer 2894,SMB,West,Vikram Shah,Bearings & Drives,2,4944.57,0,9889.14,Net 30,DELIVERED,18
MER-100100,2026-07-30,Customer 1511,Mid-Market,South,Priya Menon,Lubricants,5,1238.97,10,5575.37,Net 30,Delivered,10
MER-100068,2026-08-30,Customer 4346,SMB,South,Arjun Desai,Lubricants,2,1484.11,0,,Net 60,Pending,
MER-100051,2026-08-25,Customer 2599,Enterprise,West,Priya Menon,Power Tools,25,6955.57,12,153022.54,Net 60,Delivered,6
MER-100754,2026-07-06,Customer 2509,SMB,West,Meera Iyer,Hand Tools,2,1117.92,0,,Net 60,Cancelled,
MER-102565,2026-09-19,Customer 2691,SMB,East,Anita Rao,Fasteners,2,369.83,0,1146.92,Net 30,Returned,9
MER-102551,2026-07-09,Customer 3258,SMB,East,Anita Rao,Bearings & Drives,1,3789.42,0,3789.42,Net 30,Delivered,4
MER-103617,2026-09-14,Customer 3592,Mid-Market,East,Sneha Kulkarni,Power Tools,10,7362.42,8,67734.26,Prepaid,DELIVERED,19
MER-101733,2026-08-31,Customer 4286,Mid-Market,North,Sneha Kulkarni,Pneumatics,2,4962.68,0,9925.36,Net 60,Pending,
MER-100177,2026-08-10,Customer 1711,Mid-Market,North,Karan Bhatia,Fasteners,10,340.27,10,3062.43,Prepaid,Delivered,5
MER-102329,2026-09-08,Customer 2254,SMB,South,Arjun Desai,Lubricants,1,1586.70,0,1586.70,Net 30,Delivered,13
MER-100744,2026-07-27,Customer 3561,Enterprise,South,Meera Iyer,Fasteners,100,282.61,12,24869.68,Net 30,delivered,9
MER-102766,2026-08-04,Customer 1613,SMB,East,Meera Iyer,Power Tools,2,8160.81,0,16321.62,Net 30,Pending,
MER-102922,2026-09-11,Customer 2404,SMB,East,Anita Rao,Fasteners,1,317.62,0,478.26,Net 30,delivered,15
MER-103302,2026-08-07,Customer 3506,Small Business,South ,Priya Menon,Hand Tools,5,991.85,0,4959.25,Net 30,Cancelled,
MER-102162,2026-09-10,Customer 4234,Mid-Market,West,Rahul Nair,Lubricants,2,1574.49,10,2834.08,Net 30,Delivered,4
MER-100977,2026-08-04,Customer 3861,Mid-Market,North,Arjun Desai,Lubricants,5,1408.82,0,7044.10,Net 30,Returned,5
MER-103741,2026-08-15,Customer 3151,SMB,North,Priya Menon,Fasteners,1,310.48,0,310.48,Prepaid,Cancelled,
MER-103467,2026-07-10,Customer 1558,SMB,West,Arjun Desai,Power Tools,2,8677.22,0,17354.44,Net 30,Delivered,16
MER-100382,2026-08-18,Customer 3371,SMB,North,Sneha Kulkarni,Safety Equipment,2,2048.53,0,4097.06,Net 30,Delivered,5
MER-100719,2026-09-12,Customer 3772,SMB,West,Arjun Desai,Electricals,2,3545.76,5,6736.94,Net 60,PENDING,
MER-101646,2026-07-07,Customer 3011,Mid-Market,North,Anita Rao,Pneumatics,2,5415.17,5,10288.82,Prepaid,Delivered,5
MER-102686,2026-07-24,Customer 1890,Enterprise,West,Sneha Kulkarni,Hand Tools,50,824.63,0,71067.42,Net 60,Delivered,3
MER-102116,2026-08-30,Customer 2767,SMB,West,Anita Rao,Fasteners,1,296.36,0,296.36,Net 60,Delivered,21
MER-103057,2026-07-22,Customer 2095,Mid-Market,South,Karan Bhatia,Bearings & Drives,25,4081.62,0,102040.50,Net 30,Delivered,9
MER-100440,2026-08-07,Customer 2966,SMB,West,Vikram Shah,Electricals,1,3251.37,0,3251.37,Prepaid,delivered,6
MER-100797,2026-09-14,Customer 4823,SMB,North,Sneha Kulkarni,Safety Equipment,1,1709.22,5,1623.76,Net 30,Delivered,8
MER-101511,2026-08-17,Customer 3461,SMB,South,Sneha Kulkarni,Bearings & Drives,5,4663.66,0,23318.30,Prepaid,Delivered,20
MER-101415,2026-09-05,Customer 3262,Mid-Market,South,Vikram Shah,Power Tools,5,8760.47,8,40298.16,Net 30,CANCELLED,
MER-100241,2026-08-13,Customer 2522,Mid-Market,South,Karan Bhatia,Power Tools,5,6540.98,5,31069.65,Net 30,Delivered,21
MER-101940,2026-08-18,Customer 1194,Enterprise,West,Meera Iyer,Power Tools,100,8479.49,15,1593667.97,Prepaid,Delivered,12
MER-103425,2026-07-30,Customer 1054,SMB,North,Sneha Kulkarni,Bearings & Drives,1,4254.79,0,4254.79,Prepaid,Delivered,20
MER-101167,2026-08-01,Customer 4511,Enterprise,South,Sneha Kulkarni,Lubricants,25,1245.46,15,26466.02,Prepaid,DELIVERED,15
MER-102576,2026-07-29,Customer 1184,SMB,East,Anita Rao,Pneumatics,2,6317.25,0,12634.50,Net 30,Delivered,15
MER-103279,2026-07-19,Customer 4999,Mid-Market,North,Priya Menon,Electricals,10,3635.55,10,32719.95,Net 30,Delivered,11
MER-100304,2026-08-31,Customer 2198,Enterprise,West,Karan Bhatia,Power Tools,5,8967.39,10,40353.25,Net 30,DELIVERED,15
MER-103235,2026-08-02,Customer 4747,SMB,South,Vikram Shah,Bearings & Drives,3,4278.35,0,12835.05,Net 30,Delivered,21
MER-101003,2026-08-19,Customer 2491,Mid-Market,South,Arjun Desai,Pneumatics,25,5502.80,8,126564.40,Net 30,Delivered,20
MER-103570,2026-07-21,Customer 3470,Enterprise,East,Vikram Shah,Power Tools,25,6919.78,10,155695.05,Prepaid,Delivered,15
MER-100350,2026-08-27,Customer 1358,Mid-Market, South,Priya Menon,Pneumatics,5,6303.05,8,28994.03,Net 30,Delivered,3
MER-101820,2026-08-30,Customer 1674,Enterprise,North,Priya Menon,Bearings & Drives,100,3577.10,10,321939.00,Prepaid,Delivered,18
MER-103827,2026-08-19,Customer 3637,Enterprise,North,Sneha Kulkarni,Hand Tools,25,1051.01,8,24173.23,Net 30,Delivered,17
MER-100824,2026-09-18,Customer 2274,SMB,East,Karan Bhatia,Fasteners,1,319.63,0,319.63,Net 30,Delivered,10
MER-103165,2026-08-10,Customer 3278,Enterprise,South,Anita Rao,Lubricants,50,1602.53,15,68107.52,Net 30,Delivered,8
MER-102242,2026-07-01,Customer 3895,SMB,North,Sneha Kulkarni,Lubricants,1,1406.35,0,1406.35,Net 30,Delivered,19
MER-102659,2026-07-03,Customer 3648,SMB,North,Vikram Shah,Hand Tools,2,1088.64,0,2177.28,Net 30,Returned,6
MER-102022,2026-09-12,Customer 4131,Mid-Market,North ,Anita Rao,Electricals,10,3575.85,0,35758.50,Prepaid,Delivered,19
MER-101061,2026-09-06,Customer 3375,Mid-Market,North,Sneha Kulkarni,Lubricants,5,1546.05,8,7111.83,Prepaid,Delivered,17
MER-101021,2026-08-20,Customer 3043,Enterprise,West,Arjun Desai,Safety Equipment,5,2008.27,0,10041.35,Net 60,pending,
MER-103367,2026-07-01,Customer 4426,SMB,North,Rahul Nair,Bearings & Drives,1,4436.84,5,4215.00,Net 30,Delivered,9
MER-102703,2026-07-09,Customer 2941,Enterprise,North,Vikram Shah,Fasteners,25,324.48,0,8112.00,Net 30,delivered,12
MER-101198,2026-08-04,Customer 3050,SMB,West,Sneha Kulkarni,Safety Equipment,2,1584.77,5,3011.06,Net 30,Delivered,6
MER-100013,2026-09-21,Customer 3821,Mid-Market,West,Anita Rao,Electricals,10,3626.19,0,36261.90,Net 30,pending,
MER-101298,2026-08-29,Customer 4594,SMB,North,Anita Rao,Pneumatics,1,6081.18,0,6081.18,Net 60,Delivered,20
MER-100377,2026-09-21,Customer 4626,SMB,South ,Anita Rao,Safety Equipment,5,1709.37,0,13935.44,Net 30,Delivered,21
MER-103497,2026-09-07,Customer 3438,Small Business,North,Rahul Nair,Fasteners,1,375.65,0,375.65,Net 30,Delivered,3
MER-103783,2026-08-06,Customer 2287,Mid-Market,East,Karan Bhatia,Electricals,10,3560.26,0,35602.60,Net 30,Delivered,5
MER-100476,2026-07-16,Customer 4935,SMB,West,Sneha Kulkarni,Power Tools,1,7289.12,0,7289.12,Prepaid,Delivered,12
MER-103522,2026-07-27,Customer 3305,Enterprise,West,Anita Rao,Hand Tools,50,924.67,8,42534.82,Net 30,Delivered,10
MER-100834,2026-07-30,Customer 2535,Small Business,West,Rahul Nair,Pneumatics,3,5291.72,0,15875.16,Net 60,Delivered,4
MER-101842,2026-09-27,Customer 2865,Mid-Market,East,Priya Menon,Electricals,10,3638.10,0,36381.00,Net 30,Cancelled,
MER-102247,2026-09-22,Customer 1795,Enterprise,West,Sneha Kulkarni,Fasteners,5,340.61,15,1447.59,Net 60,Delivered,11
MER-100320,2026-08-28,Customer 1264,Enterprise,West,Vikram Shah,Power Tools,100,6576.28,0,1473923.30,Prepaid,delivered,12
MER-100753,2026-07-10,Customer 2668,Mid-Market,North,Meera Iyer,Safety Equipment,5,1728.37,10,7777.66,Net 30,Returned,13
MER-102964,2026-08-26,Customer 3369,SMB,South,Sneha Kulkarni,Pneumatics,1,6202.58,0,6202.58,Net 30,Delivered,10
MER-101991,2026-09-27,Customer 2106,SMB,North,Vikram Shah,Pneumatics,1,5722.04,0,5722.04,Net 30,Delivered,8
MER-103307,2026-08-27,Customer 1640,SMB,West,Vikram Shah,Power Tools,1,7333.07,0,7333.07,Prepaid,Delivered,14
MER-102632,2026-07-05,Customer 4840,Small Business,South,Priya Menon,Fasteners,1,358.60,0,358.60,Net 30,delivered,16
MER-101619,2026-09-30,Customer 2451,SMB,East,Priya Menon,Lubricants,2,1250.11,5,2375.21,Net 60,Delivered,2
MER-100573,2026-07-14,Customer 4931,SMB,West,Sneha Kulkarni,Fasteners,1,299.70,5,284.71,Net 30,Delivered,12
MER-102544,2026-07-04,Customer 2046,Mid-Market,East,Arjun Desai,Lubricants,10,1458.83,0,14588.30,Net 30,delivered,2
MER-100492,2026-07-13,Customer 1365,Mid-Market,South,Vikram Shah,Safety Equipment,5,2003.30,0,10016.50,Net 30,Delivered,21
MER-101495,2026-08-23,Customer 3203,Mid-Market,North,Karan Bhatia,Fasteners,2,329.90,8,607.02,Net 60,delivered,11
MER-103331,2026-08-31,Customer 3784,Mid-Market,West,Sneha Kulkarni,Electricals,5,2812.98,0,14064.90,Net 30,Delivered,6
MER-103703,2026-09-29,Customer 2146,Mid-Market,South,Rahul Nair,Pneumatics,2,6078.01,8,11183.54,Net 30,Delivered,19
MER-102220,2026-08-12,Customer 1239,Mid-Market,South,Arjun Desai,Pneumatics,5,4990.61,0,24953.05,Net 30,Delivered,13
MER-101898,2026-07-29,Customer 2528,Enterprise,South,Rahul Nair,Hand Tools,25,918.96,10,20676.60,Prepaid,DELIVERED,4
MER-101045,2026-09-05,Customer 1976,Enterprise,North ,Vikram Shah,Hand Tools,25,928.32,10,20887.20,Prepaid,DELIVERED,7
MER-101408,2026-08-18,Customer 4958,Mid-Market,South,Rahul Nair,Pneumatics,5,5378.35,5,25547.16,Net 60,DELIVERED,12
MER-102498,2026-09-10,Customer 1031,Mid-Market,West,Meera Iyer,Fasteners,2,290.67,0,581.34,Net 60,Delivered,17
MER-102744,2026-07-21,Customer 1505,Enterprise,West,Karan Bhatia,Bearings & Drives,5,4695.49,5,,Net 30,Delivered,11
MER-100332,2026-07-19,Customer 1495,Mid-Market,West,Anita Rao,Bearings & Drives,2,4774.20,0,9548.40,Net 30,Delivered,4
MER-100045,2026-09-27,Customer 4156,SMB,South,Priya Menon,Lubricants,1,1257.40,0,1257.40,Net 30,DELIVERED,19
MER-100115,2026-07-19,Customer 3747,SMB,South,Meera Iyer,Fasteners,1,360.35,0,360.35,Net 30,delivered,18
MER-102940,2026-08-16,Customer 3751,SMB,South,Meera Iyer,Hand Tools,0,955.88,0,0.00,Prepaid,delivered,10
MER-100362,2026-09-23,Customer 3950,Mid-Market,West,Vikram Shah,Bearings & Drives,2,4916.74,10,8850.13,Prepaid,Cancelled,
MER-102726,2026-08-07,Customer 4541,SMB,South,Anita Rao,Bearings & Drives,3,3671.70,0,11015.10,Prepaid,Delivered,11
MER-103831,2026-08-11,Customer 2376,Mid-Market,East,Sneha Kulkarni,Fasteners,2,361.07,0,722.14,Prepaid,Pending,
MER-103475,2026-07-16,Customer 1735,Mid-Market,West,Priya Menon,Power Tools,10,6950.53,0,69505.30,Net 30,cancelled,
MER-102505,2026-08-31,Customer 4592,SMB,North,Sneha Kulkarni,Lubricants,1,1686.28,5,1601.97,Net 30,Delivered,13
MER-103255,2026-09-27,Customer 4064,SMB,West,Priya Menon,Hand Tools,1,941.70,0,941.70,Net 30,Pending,
MER-102579,2026-07-28,Customer 2466,Mid-Market,South,Meera Iyer,Lubricants,5,1502.89,0,7514.45,Prepaid,delivered,17
MER-102528,2026-08-27,Customer 1169,Mid-Market,West,Karan Bhatia,Bearings & Drives,2,4332.30,0,8664.60,Net 30,returned,20
MER-100508,2026-09-26,Customer 2459,SMB,East,Priya Menon,Pneumatics,1,5009.61,0,5009.61,Prepaid,Pending,
MER-102800,2026-08-01,Customer 1762,SMB,East,Arjun Desai,Pneumatics,2,5162.34,0,10324.68,Net 30,Delivered,2
MER-102776,2026-07-25,Customer 3237,Mid-Market,East,Rahul Nair,Lubricants,5,1294.49,0,6472.45,Prepaid,Pending,
MER-101672,2026-07-30,Customer 2371,SMB,South,Vikram Shah,Bearings & Drives,1,4095.41,5,3890.64,Net 60,Cancelled,
MER-101929,2026-07-05,Customer 4339,Small Business,North,Sneha Kulkarni,Hand Tools,1,841.87,5,799.78,Prepaid,delivered,4
MER-102930,2026-09-07,Customer 4914,Mid-Market,South,Arjun Desai,Pneumatics,5,6352.71,10,28587.19,Net 30,Delivered,11
MER-102087,2026-07-10,Customer 1156,Mid-Market,North,Arjun Desai,Pneumatics,5,5817.95,10,26180.78,Net 60,Delivered,18
MER-100798,2026-08-26,Customer 1597,Enterprise,North,Priya Menon,Power Tools,5,7305.37,15,31047.82,Net 30,Pending,
